0,1,1,dha
1,1,2,dhin
2,1,2,dhin
3,1,2,dha
4,1,1,dha
5,1,2,dhin
6,1,2,dhin
7,1,2,dha
8,0,1,dha
9,0,2,tin
10,0,2,tin
11,0,2,ta
12,1,1,ta
13,1,2,dhin
14,1,2,dhin
15,1,2,dha
